date,open,high,low,close,volume,linreg_21_high,pwma_22_low,$Alert
2024-11-10 13:23:00+00:00,79839.9,79874.9,79820.5,79868.8,133.281,79767.04324675325,79642.12118120193,False
2024-11-10 13:24:00+00:00,79868.8,79872.8,79808.0,79814.9,69.168,79790.05125541125,79631.14697623251,False
2024-11-10 13:25:00+00:00,79814.9,79815.0,79773.7,79809.9,72.637,79802.36658008657,79626.06828103066,False
2024-11-10 13:26:00+00:00,79809.9,79864.5,79800.1,79861.3,77.519,79821.15601731603,79628.37813739778,False
2024-11-10 13:27:00+00:00,79861.3,79863.9,79850.0,79853.3,35.595,79838.35173160174,79638.74345464706,False
2024-11-10 13:28:00+00:00,79853.3,79874.3,79853.3,79867.1,39.11,79856.79225108224,79657.02844920158,False
2024-11-10 13:29:00+00:00,79867.1,79949.2,79867.0,79944.9,174.67,79884.16558441559,79681.98755168915,False
2024-11-10 13:30:00+00:00,79944.9,79965.1,79886.4,79917.9,99.559,79912.65025974026,79710.8942890644,False
2024-11-10 13:31:00+00:00,79917.9,79917.9,79884.0,79884.2,39.328,79930.92320346322,79739.80539488792,False
2024-11-10 13:32:00+00:00,79884.2,79910.9,79855.3,79855.4,47.252,79945.93411255413,79764.80198655128,False
2024-11-10 13:33:00+00:00,79855.4,79855.4,79842.3,79842.4,33.233,79943.79922077923,79783.6564792633,False
2024-11-10 13:34:00+00:00,79842.4,79880.6,79831.1,79838.8,50.379,79943.67199134198,79796.8010046959,False
2024-11-10 13:35:00+00:00,79838.8,79855.1,79817.8,79820.5,82.902,79935.9380952381,79806.81448044776,False
2024-11-10 13:36:00+00:00,79820.5,79889.9,79775.2,79788.0,132.497,79932.0822077922,79816.68378610612,False
2024-11-10 13:37:00+00:00,79788.0,79845.2,79788.0,79819.6,49.84,79919.09445887448,79827.98633093835,False
2024-11-10 13:38:00+00:00,79819.6,79819.9,79782.0,79803.8,23.671,79899.2802164502,79840.13369727135,False
2024-11-10 13:39:00+00:00,79803.8,79808.2,79787.8,79791.6,38.141,79877.17783549783,79850.95173110961,False
2024-11-10 13:40:00+00:00,79791.6,79800.0,79776.0,79777.9,78.888,79859.83246753248,79857.96557421683,False
2024-11-10 13:41:00+00:00,79777.9,79835.7,79777.9,79825.2,46.768,79852.05666666667,79859.52969985007,True
2024-11-10 13:42:00+00:00,79825.2,79837.6,79803.3,79810.4,29.648,79843.6752813853,79855.33479552268,False
2024-11-10 13:43:00+00:00,79810.4,79850.0,79810.4,79843.0,29.03,79839.64294372295,79846.30928349493,False
2024-11-10 13:44:00+00:00,79843.0,79876.0,79843.0,79871.4,26.574,79842.00727272728,79834.18480262757,False
2024-11-10 13:45:00+00:00,79871.4,79871.4,79771.5,79779.6,59.917,79843.43203463205,79820.99930591584,False
2024-11-10 13:46:00+00:00,79779.6,79800.0,79752.0,79793.1,53.099,79828.44865800867,79808.67373108864,False
2024-11-10 13:47:00+00:00,79793.1,79849.1,79784.7,79817.9,30.771,79825.7248051948,79798.68586802486,False
2024-11-10 13:48:00+00:00,79817.9,79820.0,79775.0,79789.3,33.18,79818.34536796536,79791.88483939171,False
2024-11-10 13:49:00+00:00,79789.3,79825.9,79781.1,79786.4,31.841,79813.2915151515,79788.50258584022,False
2024-11-10 13:50:00+00:00,79786.4,79793.1,79760.0,79760.0,37.43,79809.47103896104,79788.26283044815,False
2024-11-10 13:51:00+00:00,79760.0,79812.3,79757.3,79778.0,54.311,79811.92069264068,79790.36853032111,False
2024-11-10 13:52:00+00:00,79778.0,79842.6,79777.9,79816.7,26.871,79817.31978354977,79793.38821020124,False
2024-11-10 13:53:00+00:00,79816.7,79872.2,79792.5,79803.6,76.817,79827.90160173159,79795.44102025032,False
2024-11-10 13:54:00+00:00,79803.6,79812.7,79770.8,79772.7,25.596,79824.65502164501,79794.9563299179,False
2024-11-10 13:55:00+00:00,79772.7,79815.1,79675.0,79801.0,73.107,79824.34233766233,79791.57812299728,False
2024-11-10 13:56:00+00:00,79801.0,79833.3,79756.7,79826.6,39.748,79825.7248917749,79786.3605825901,False
2024-11-10 13:57:00+00:00,79826.6,79839.0,79800.1,79808.1,28.474,79831.11705627706,79780.97315325738,False
2024-11-10 13:58:00+00:00,79808.1,79815.0,79781.2,79815.0,70.534,79829.53753246754,79776.62536163331,False
2024-11-10 13:59:00+00:00,79815.0,79815.0,79780.4,79784.1,19.442,79826.26290043292,79773.60414233209,False
2024-11-10 14:00:00+00:00,79784.1,79784.1,79720.0,79720.0,46.59,79817.01528138528,79771.51387619972,False
2024-11-10 14:01:00+00:00,79720.0,79729.0,79679.9,79679.9,63.45,79798.32147186145,79769.66538996696,False
2024-11-10 14:02:00+00:00,79679.9,79694.8,79653.0,79653.0,124.694,79777.72155844157,79767.35032334327,False
2024-11-10 14:03:00+00:00,79653.0,79727.2,79653.0,79708.2,41.886,79764.2522077922,79764.2393134117,False
2024-11-10 14:04:00+00:00,79708.2,79708.3,79645.4,79650.5,36.413,79749.96796536798,79760.84788460733,True
2024-11-10 14:05:00+00:00,79650.5,79681.3,79650.5,79660.4,23.786,79735.00316017316,79758.360535717,False
2024-11-10 14:06:00+00:00,79660.4,79677.6,79660.4,79664.9,9.619,79721.33303030302,79757.42136831283,False
2024-11-10 14:07:00+00:00,79664.9,79692.0,79659.6,79680.1,33.395,79706.51692640691,79756.81006450654,False
2024-11-10 14:08:00+00:00,79680.1,79684.7,79650.1,79675.4,33.256,79695.73705627705,79753.53000488282,False
2024-11-10 14:09:00+00:00,79675.4,79745.0,79674.3,79745.0,34.392,79694.44251082251,79744.64937133789,False
2024-11-10 14:10:00+00:00,79745.0,79825.0,79744.9,79825.0,87.135,79707.66238095237,79729.46278834342,False
2024-11-10 14:11:00+00:00,79825.0,79840.2,79814.9,79834.7,34.102,79720.73796536798,79710.18530316353,False
2024-11-10 14:12:00+00:00,79834.7,79882.1,79834.7,79882.0,67.23,79741.70995670995,79690.74565238952,False
2024-11-10 14:13:00+00:00,79882.0,79900.0,79882.0,79890.8,63.39,79767.26354978354,79674.7852874279,False
2024-11-10 14:14:00+00:00,79890.8,79890.9,79860.0,79873.3,63.144,79793.04545454547,79664.32705745698,False
2024-11-10 14:15:00+00:00,79873.3,79882.1,79835.9,79835.9,33.88,79812.34450216452,79659.79444336891,False
2024-11-10 14:16:00+00:00,79835.9,79871.3,79820.1,79823.5,32.627,79829.25004329003,79661.02568383217,False
2024-11-10 14:17:00+00:00,79823.5,79849.0,79808.7,79849.0,33.681,79843.30363636362,79668.32716302872,False
2024-11-10 14:18:00+00:00,79849.0,79906.8,79847.8,79890.3,35.921,79867.14337662338,79682.65686192513,False
2024-11-10 14:19:00+00:00,79890.3,79918.4,79879.0,79916.0,50.806,79890.156017316,79704.67158551216,False
2024-11-10 14:20:00+00:00,79916.0,79989.9,79910.0,79974.1,148.006,79923.72199134198,79733.29580917359,False
2024-11-10 14:21:00+00:00,79974.1,80048.2,79948.0,79956.2,221.008,79962.33272727275,79765.01321544647,False
2024-11-10 14:22:00+00:00,79956.2,79956.2,79861.1,79879.6,138.738,79978.26190476192,79794.69163122178,False
2024-11-10 14:23:00+00:00,79879.6,79940.4,79869.4,79925.0,90.161,79986.16779220781,79817.65549206734,False
2024-11-10 14:24:00+00:00,79925.0,79999.0,79910.4,79910.4,186.964,80003.46571428575,79831.806381464,False
2024-11-10 14:25:00+00:00,79910.4,79930.5,79850.0,79857.9,37.638,80004.78835497837,79838.52980685233,False
2024-11-10 14:26:00+00:00,79857.9,79912.9,79826.5,79912.8,49.398,79998.4329004329,79841.84013371468,False
2024-11-10 14:27:00+00:00,79912.8,79912.9,79867.2,79867.4,30.563,79989.07090909094,79846.19282808305,False
2024-11-10 14:28:00+00:00,79867.4,79867.5,79827.4,79851.8,40.737,79970.65597402598,79854.13833289148,False
2024-11-10 14:29:00+00:00,79851.8,79851.8,79793.6,79793.6,36.754,79947.01610389611,79865.13544554712,False
2024-11-10 14:30:00+00:00,79793.6,79866.1,79773.6,79854.5,99.667,79928.65692640693,79876.19620900154,False
2024-11-10 14:31:00+00:00,79854.5,79854.5,79771.3,79784.1,70.218,79913.45025974026,79883.85867724418,False
2024-11-10 14:32:00+00:00,79784.1,79800.6,79758.1,79770.3,47.623,79890.26259740259,79886.09086112976,False
2024-11-10 14:33:00+00:00,79770.3,79776.0,79719.5,79719.5,103.496,79866.88294372293,79882.9142797947,True
2024-11-10 14:34:00+00:00,79719.5,79719.6,79642.1,79653.2,115.752,79836.91454545454,79875.66679959296,False
2024-11-10 14:35:00+00:00,79653.2,79663.7,79524.2,79569.1,280.48,79799.12238095237,79865.81002039909,False
2024-11-10 14:36:00+00:00,79569.1,79574.0,79428.2,79444.8,246.94,79748.51757575758,79854.18657350542,False
2024-11-10 14:37:00+00:00,79444.8,79472.0,79403.4,79403.4,189.142,79683.86043290046,79840.95821027755,False
2024-11-10 14:38:00+00:00,79403.4,79540.3,79350.0,79510.0,429.024,79633.30069264068,79825.90457744598,False
2024-11-10 14:39:00+00:00,79510.0,79594.7,79509.9,79551.1,108.828,79599.9770995671,79808.61374106407,False
2024-11-10 14:40:00+00:00,79551.1,79551.1,79468.8,79468.9,110.099,79564.06818181819,79788.25723633765,False
2024-11-10 14:41:00+00:00,79468.9,79476.6,79380.0,79476.6,237.884,79525.98506493507,79763.12567653655,False
2024-11-10 14:42:00+00:00,79476.6,79531.8,79420.2,79458.2,108.95,79507.7016017316,79730.669807148,False
2024-11-10 14:43:00+00:00,79458.2,79541.0,79427.7,79427.7,80.244,79489.51978354977,79688.73534011842,False
2024-11-10 14:44:00+00:00,79427.7,79500.0,79387.2,79434.3,315.554,79468.16731601731,79637.6638848305,False
2024-11-10 14:45:00+00:00,79434.3,79434.4,79256.5,79327.6,447.25,79445.91484848486,79581.75087618828,False
2024-11-10 14:46:00+00:00,79327.6,79329.5,79256.5,79288.0,151.181,79407.46008658009,79528.47608122825,False
2024-11-10 14:47:00+00:00,79288.0,79341.9,79272.0,79297.0,166.52,79376.64506493507,79485.36514625548,False
2024-11-10 14:48:00+00:00,79297.0,79332.2,79200.8,79243.9,316.166,79350.9083982684,79456.29033198356,False
2024-11-10 14:49:00+00:00,79243.9,79380.8,79215.7,79332.0,208.164,79336.27870129871,79439.73656005859,False
2024-11-10 14:50:00+00:00,79332.0,79397.6,79312.2,79397.5,124.616,79328.83038961038,79430.14035286904,False
2024-11-10 14:51:00+00:00,79397.5,79433.1,79330.0,79330.0,199.792,79333.68835497835,79421.00860714912,False
2024-11-10 14:52:00+00:00,79330.0,79358.0,79295.7,79295.8,65.616,79330.31419913418,79407.50696358681,False
2024-11-10 14:53:00+00:00,79295.8,79311.3,79219.9,79243.8,124.964,79320.69770562772,79387.439225626,False
2024-11-10 14:54:00+00:00,79243.8,79334.7,79243.7,79325.3,60.756,79318.65822510821,79361.2287896633,False
2024-11-10 14:55:00+00:00,79325.3,79394.9,79285.2,79394.9,55.905,79327.11411255412,79331.67208447457,False
2024-11-10 14:56:00+00:00,79394.9,79685.6,79357.0,79664.0,525.609,79382.66073593074,79303.30917339327,False
2024-11-10 14:57:00+00:00,79664.0,79700.0,79549.5,79660.5,394.022,79433.05878787878,79280.98938736915,False
2024-11-10 14:58:00+00:00,79660.5,79660.5,79540.0,79550.4,100.407,79467.22913419915,79267.93297228814,False
2024-11-10 14:59:00+00:00,79550.4,79625.1,79539.9,79542.8,111.557,79498.90190476192,79264.2734641075,False
2024-11-10 15:00:00+00:00,79542.8,79580.4,79479.4,79479.4,99.248,79526.63406926405,79267.10553565025,False
2024-11-10 15:01:00+00:00,79479.4,79499.7,79400.8,79465.2,116.681,79537.72852813854,79272.46308565138,False
2024-11-10 15:02:00+00:00,79465.2,79529.3,79465.2,79475.8,40.937,79548.26207792209,79278.39277405739,False
2024-11-10 15:03:00+00:00,79475.8,79554.9,79475.8,79484.0,40.493,79566.85948051947,79286.96751008033,False
2024-11-10 15:04:00+00:00,79484.0,79572.2,79484.0,79531.8,43.069,79588.77753246755,79303.21165056228,False
2024-11-10 15:05:00+00:00,79531.8,79544.8,79489.9,79528.9,40.872,79602.50450216452,79331.11918654441,False
2024-11-10 15:06:00+00:00,79528.9,79560.0,79493.0,79503.4,47.166,79612.89779220778,79369.56571445466,False
2024-11-10 15:07:00+00:00,79503.4,79603.0,79491.5,79599.9,38.697,79620.4047186147,79411.4353655815,False
2024-11-10 15:08:00+00:00,79599.9,79612.9,79540.0,79580.0,49.363,79627.34727272729,79446.99625644684,False
2024-11-10 15:09:00+00:00,79580.0,79592.0,79555.0,79580.3,29.991,79626.89896103897,79469.27081918716,False
2024-11-10 15:10:00+00:00,79580.3,79666.4,79580.2,79636.6,86.654,79639.58727272727,79477.57879953385,False
2024-11-10 15:11:00+00:00,79636.6,79690.0,79610.8,79667.9,58.007,79654.17965367966,79476.91892852783,False
2024-11-10 15:12:00+00:00,79667.9,79714.2,79655.2,79689.9,46.826,79672.20913419916,79474.14286479949,False
2024-11-10 15:13:00+00:00,79689.9,79700.0,79659.5,79667.9,40.373,79678.53757575758,79474.1073225975,False
2024-11-10 15:14:00+00:00,79667.9,79743.9,79661.1,79743.4,77.349,79684.3097835498,79478.35950045586,False
2024-11-10 15:15:00+00:00,79743.4,79762.5,79682.4,79756.9,81.821,79689.97965367965,79486.37020697593,False
2024-11-10 15:16:00+00:00,79756.9,79807.9,79749.8,79794.0,136.722,79702.99099567102,79497.43167405129,False
2024-11-10 15:17:00+00:00,79794.0,79799.7,79675.0,79675.0,103.255,79733.35900432903,79511.53205623626,False
2024-11-10 15:18:00+00:00,79675.0,79709.0,79597.8,79708.9,219.615,79748.63874458875,79528.9938240528,False
2024-11-10 15:19:00+00:00,79708.9,79716.0,79648.2,79696.2,49.203,79761.76718614719,79549.71940088272,False
2024-11-10 15:20:00+00:00,79696.2,79716.0,79680.1,79716.0,25.124,79771.38121212124,79572.82054681779,False
2024-11-10 15:21:00+00:00,79716.0,79716.0,79650.0,79696.0,79.48,79776.3141991342,79596.78083953857,False
2024-11-10 15:22:00+00:00,79696.0,79729.9,79655.5,79667.4,63.071,79775.41597402598,79619.85816869736,False
2024-11-10 15:23:00+00:00,79667.4,79672.9,79601.3,79619.9,27.591,79764.84666666668,79640.37322125435,False
2024-11-10 15:24:00+00:00,79619.9,79644.2,79531.5,79535.6,79.589,79749.95008658011,79656.7532716751,False
2024-11-10 15:25:00+00:00,79535.6,79555.0,79468.3,79499.9,114.696,79720.73662337664,79667.58094463348,False
2024-11-10 15:26:00+00:00,79499.9,79555.0,79468.2,79508.2,149.064,79689.50610389611,79672.03929018974,False
2024-11-10 15:27:00+00:00,79508.2,79586.3,79508.1,79575.7,46.719,79664.53575757577,79670.61406116486,True
2024-11-10 15:28:00+00:00,79575.7,79612.1,79568.1,79578.3,49.916,79646.98311688312,79665.16670632364,False
2024-11-10 15:29:00+00:00,79578.3,79674.1,79573.7,79619.2,92.706,79640.32467532465,79657.72818799019,False
2024-11-10 15:30:00+00:00,79619.2,79642.2,79578.8,79640.5,40.377,79626.01138528137,79648.76103792191,False
2024-11-10 15:31:00+00:00,79640.5,79671.1,79588.2,79593.9,52.938,79621.88831168831,79636.60998268126,False
2024-11-10 15:32:00+00:00,79593.9,79611.9,79555.6,79583.1,53.688,79609.88225108224,79619.02111063004,False
2024-11-10 15:33:00+00:00,79583.1,79624.1,79570.7,79583.9,39.609,79602.755021645,79595.69774188996,False
2024-11-10 15:34:00+00:00,79583.9,79620.1,79570.2,79597.0,45.973,79594.87337662338,79569.81678009033,False
2024-11-10 15:35:00+00:00,79597.0,79651.5,79571.1,79636.1,32.173,79596.6448051948,79547.15604772569,False
2024-11-10 15:36:00+00:00,79636.1,79652.0,79576.7,79625.1,43.031,79601.0841991342,79533.25573058128,False
2024-11-10 15:37:00+00:00,79625.1,79688.0,79609.8,79657.8,52.565,79616.41246753246,79530.48390116692,False
2024-11-10 15:38:00+00:00,79657.8,79690.6,79612.4,79636.4,83.067,79632.90606060608,79536.96277408599,False
2024-11-10 15:39:00+00:00,79636.4,79709.7,79636.4,79709.7,92.51,79646.47445887447,79547.95718474386,False
2024-11-10 15:40:00+00:00,79709.7,79750.0,79693.3,79744.3,85.057,79667.23077922077,79558.59055347442,False
2024-11-10 15:41:00+00:00,79744.3,79760.0,79733.1,79759.9,104.239,79689.23471861474,79566.0443116188,False
2024-11-10 15:42:00+00:00,79759.9,79769.8,79719.5,79722.2,74.753,79712.33649350649,79570.14130811692,False
2024-11-10 15:43:00+00:00,79722.2,79725.6,79681.0,79700.1,60.378,79728.66367965366,79572.53047189712,False
2024-11-10 15:44:00+00:00,79700.1,79727.0,79631.3,79727.0,75.024,79740.65714285713,79575.43643302917,False
2024-11-10 15:45:00+00:00,79727.0,79768.3,79726.9,79763.8,47.129,79756.48887445885,79580.77475290299,False
2024-11-10 15:46:00+00:00,79763.8,79766.3,79736.0,79755.3,32.819,79763.32012987009,79589.81964745521,False
2024-11-10 15:47:00+00:00,79755.3,79774.0,79736.0,79766.4,31.608,79768.94831168829,79603.12980670929,False
2024-11-10 15:48:00+00:00,79766.4,79796.0,79747.9,79750.0,57.551,79778.1696103896,79620.37010765074,False
2024-11-10 15:49:00+00:00,79750.0,79772.7,79700.3,79757.7,80.626,79783.19554112553,79640.00644068717,False
2024-11-10 15:50:00+00:00,79757.7,79780.3,79708.2,79736.1,45.036,79792.61359307359,79659.33359441758,False
2024-11-10 15:51:00+00:00,79736.1,79736.1,79700.0,79700.0,16.062,79790.93696969697,79675.37459321023,False
2024-11-10 15:52:00+00:00,79700.0,79726.0,79681.6,79722.3,29.432,79788.84086580087,79686.46533370018,False
2024-11-10 15:53:00+00:00,79722.3,79722.3,79689.4,79695.0,22.574,79780.70203463202,79693.33650312423,False
2024-11-10 15:54:00+00:00,79695.0,79721.6,79686.8,79706.0,18.553,79772.14528138525,79698.50088424682,False
2024-11-10 15:55:00+00:00,79706.0,79726.0,79684.2,79689.9,15.122,79762.8489177489,79704.1919037342,False
2024-11-10 15:56:00+00:00,79689.9,79730.0,79689.8,79712.0,19.87,79755.51467532467,79710.59348349572,False
2024-11-10 15:57:00+00:00,79712.0,79752.6,79703.3,79743.9,14.228,79751.02112554113,79715.89518899916,False
2024-11-10 15:58:00+00:00,79743.9,79752.4,79725.7,79742.5,12.281,79748.2331168831,79717.94818429947,False
2024-11-10 15:59:00+00:00,79742.5,79742.5,79724.1,79730.8,21.738,79743.27428571429,79715.92602362634,False
2024-11-10 16:00:00+00:00,79730.8,79784.0,79730.7,79783.9,37.009,79746.08186147186,79710.73095216752,False
2024-11-10 16:01:00+00:00,79783.9,79830.5,79770.0,79801.1,119.548,79758.93272727272,79704.2331273079,False
2024-11-10 16:02:00+00:00,79801.1,79801.1,79713.9,79714.0,63.41,79766.81584415585,79698.26992225648,False
2024-11-10 16:03:00+00:00,79714.0,79749.3,79702.1,79708.0,38.662,79766.4906926407,79694.11774067878,False
2024-11-10 16:04:00+00:00,79708.0,79731.9,79680.8,79702.1,72.343,79759.9647186147,79692.48403449057,False
2024-11-10 16:05:00+00:00,79702.1,79704.6,79679.0,79683.2,38.532,79748.98753246752,79693.67561659814,False
2024-11-10 16:06:00+00:00,79683.2,79683.3,79644.6,79663.5,64.025,79738.11160173158,79697.64798645973,False
2024-11-10 16:07:00+00:00,79663.5,79663.5,79634.1,79659.8,42.176,79724.81012987011,79703.88909783364,False
2024-11-10 16:08:00+00:00,79659.8,79659.8,79588.8,79604.7,155.943,79712.72489177487,79711.27935328483,False
2024-11-10 16:09:00+00:00,79604.7,79616.1,79599.3,79616.1,15.026,79696.56666666667,79718.10737919807,True
2024-11-10 16:10:00+00:00,79616.1,79668.4,79616.0,79668.3,31.862,79689.22844155843,79722.35813846588,False
2024-11-10 16:11:00+00:00,79668.3,79668.4,79636.7,79638.8,16.383,79683.72454545455,79722.26442718506,False
2024-11-10 16:12:00+00:00,79638.8,79670.2,79636.2,79645.9,23.4,79676.24658008659,79716.91267614365,False
2024-11-10 16:13:00+00:00,79645.9,79764.0,79645.9,79740.2,53.171,79684.15155844156,79706.54132304192,False
2024-11-10 16:14:00+00:00,79740.2,79776.8,79695.6,79700.0,51.613,79693.41848484849,79692.32678089142,False
2024-11-10 16:15:00+00:00,79700.0,79739.4,79647.1,79647.1,25.765,79695.83935064936,79675.89361782075,False
2024-11-10 16:16:00+00:00,79647.1,79647.2,79619.0,79619.0,30.308,79683.24125541125,79659.0135044098,False
2024-11-10 16:17:00+00:00,79619.0,79640.3,79601.5,79640.3,47.228,79670.75294372295,79643.61898517609,False
2024-11-10 16:18:00+00:00,79640.3,79640.3,79604.3,79604.3,36.584,79661.14259740259,79631.75286035538,False
2024-11-10 16:19:00+00:00,79604.3,79606.0,79585.8,79596.9,26.25,79647.18623376626,79625.08713560102,False
2024-11-10 16:20:00+00:00,79596.9,79601.3,79566.5,79573.4,66.835,79633.36645021645,79624.18279356956,False
2024-11-10 16:21:00+00:00,79573.4,79573.6,79559.9,79560.0,26.088,79619.99987012986,79628.03490142823,True
2024-11-10 16:22:00+00:00,79560.0,79575.0,79524.0,79532.8,81.221,79613.08709956711,79634.24434757231,False
2024-11-10 16:23:00+00:00,79532.8,79575.0,79532.4,79532.4,38.531,79606.78069264069,79639.72993221284,False
2024-11-10 16:24:00+00:00,79532.4,79635.1,79532.3,79622.6,55.058,79608.81025974025,79641.70035333633,False
2024-11-10 16:25:00+00:00,79622.6,79659.9,79616.2,79659.7,24.056,79614.84571428568,79638.56762380601,False
2024-11-10 16:26:00+00:00,79659.7,79679.9,79616.7,79644.5,28.066,79622.80277056276,79630.39464259149,False
2024-11-10 16:27:00+00:00,79644.5,79678.9,79632.0,79678.9,16.967,79629.15974025975,79618.56598286629,False
2024-11-10 16:28:00+00:00,79678.9,79695.8,79667.5,79678.3,61.952,79636.74536796538,79604.89545116424,False
2024-11-10 16:29:00+00:00,79678.3,79749.6,79678.1,79749.6,20.634,79652.50415584416,79590.90203766823,False
2024-11-10 16:30:00+00:00,79749.6,79774.0,79738.4,79774.0,48.824,79667.68956709957,79577.82138938902,False
2024-11-10 16:31:00+00:00,79774.0,79825.3,79774.0,79821.7,235.021,79693.70216450216,79567.14577698706,False
