date,open,high,low,close,volume,t3_7_BBL_54_2.0,tema_54_BBU_54_2.0,$signals,@exit,£order_executed_1,order_1,£order_executed_2,order_2,£order_executed_3,order_3,£order_executed_4,order_4,£order_executed_5,order_5
1738971900,191.95,192.29,191.72,192.15,9779.0,,,False,False,False,,False,,False,,False,,False,
1738972200,192.15,192.2,191.45,192.15,13260.7,,,False,False,False,,False,,False,,False,,False,
1738972500,192.15,192.18,191.67,191.83,9536.3,,,False,False,False,,False,,False,,False,,False,
1738972800,191.83,191.91,191.18,191.47,41470.4,,,False,False,False,,False,,False,,False,,False,
1738973100,191.47,192.12,191.45,191.84,23884.6,,,False,False,False,,False,,False,,False,,False,
1738973400,191.84,192.56,191.77,192.24,16059.3,,,False,False,False,,False,,False,,False,,False,
1738973700,192.24,192.64,191.59,192.63,28441.6,,,False,False,False,,False,,False,,False,,False,
1738974000,192.63,192.84,192.23,192.64,20291.3,,,False,False,False,,False,,False,,False,,False,
1738974300,192.64,193.89,192.63,193.32,53062.7,,,False,False,False,,False,,False,,False,,False,
1738974600,193.32,193.35,192.41,192.76,29764.3,,,False,False,False,,False,,False,,False,,False,
1738974900,192.76,193.16,192.44,192.58,15548.900000000001,,,False,False,False,,False,,False,,False,,False,
1738975200,192.58,193.76,192.57,193.22,19159.2,,,False,False,False,,False,,False,,False,,False,
1738975500,193.22,193.42,192.78,192.96,19118.6,,,False,False,False,,False,,False,,False,,False,
1738975800,192.96,193.28,192.51,192.88,12042.0,,,False,False,False,,False,,False,,False,,False,
1738976100,192.88,193.26,192.62,193.1,13127.4,,,False,False,False,,False,,False,,False,,False,
1738976400,193.1,193.2,192.16,193.04,26215.2,,,False,False,False,,False,,False,,False,,False,
1738976700,193.04,193.2,192.63,193.02,13877.300000000001,,,False,False,False,,False,,False,,False,,False,
1738977000,193.02,193.22,192.42,192.7,22179.0,,,False,False,False,,False,,False,,False,,False,
1738977300,192.7,192.85,192.16,192.38,19789.0,,,False,False,False,,False,,False,,False,,False,
1738977600,192.38,193.35,192.37,192.92,16295.3,,,False,False,False,,False,,False,,False,,False,
1738977900,192.92,193.39,192.76,193.28,8947.6,,,False,False,False,,False,,False,,False,,False,
1738978200,193.28,193.31,192.75,192.94,17850.3,,,False,False,False,,False,,False,,False,,False,
1738978500,192.94,193.67,192.84,193.34,17505.600000000002,,,False,False,False,,False,,False,,False,,False,
1738978800,193.34,193.47,192.95,192.98,9032.0,,,False,False,False,,False,,False,,False,,False,
1738979100,192.98,193.18,192.66,192.92,16546.0,,,False,False,False,,False,,False,,False,,False,
1738979400,192.92,193.18,192.63,193.16,6609.0,,,False,False,False,,False,,False,,False,,False,
1738979700,193.16,193.17,192.26,192.42,17933.100000000002,,,False,False,False,,False,,False,,False,,False,
1738980000,192.42,192.8,192.21,192.32,18887.7,187.45022051376498,194.24607578253134,False,False,False,,False,,False,,False,,False,
1738980300,192.32,192.42,191.86,192.05,37493.2,187.45323933333987,194.2496171198979,False,False,False,,False,,False,,False,,False,
1738980600,192.05,192.26,191.62,191.98,24115.0,187.46303473687703,194.25491811956294,False,False,False,,False,,False,,False,,False,
1738980900,191.98,192.5,191.95,192.32,21067.3,187.4817859367131,194.26323273866115,False,False,False,,False,,False,,False,,False,
1738981200,192.32,192.7,192.22,192.29,9744.2,187.51067478472078,194.27499759287738,False,False,False,,False,,False,,False,,False,
1738981500,192.29,192.85,192.29,192.78,7365.299999999999,187.55026111360087,194.2896849540177,False,False,False,,False,,False,,False,,False,
1738981800,192.78,192.83,192.5,192.52,7940.7,187.60555849978812,194.30257991187864,False,False,False,,False,,False,,False,,False,
1738982100,192.52,192.8,192.07,192.18,11939.6,187.6811343074628,194.3111935425185,False,False,False,,False,,False,,False,,False,
1738982400,192.18,192.42,192.12,192.41,4594.9,187.77769766859012,194.31727605719644,False,False,False,,False,,False,,False,,False,
1738982700,192.41,192.52,192.07,192.48,6650.9,187.89673030438598,194.31670069975792,False,False,False,,False,,False,,False,,False,
1738983000,192.48,192.86,192.37,192.86,8985.800000000001,188.0395184474844,194.3092140183938,False,False,False,,False,,False,,False,,False,
1738983300,192.86,193.77,192.78,193.25,35476.5,188.20673342886118,194.2951296514288,False,False,False,,False,,False,,False,,False,
1738983600,193.25,194.09,193.24,193.9,22860.5,188.39713757850234,194.27671421420084,False,False,False,,False,,False,,False,,False,
1738983900,193.9,194.15,193.77,194.12,7976.8,188.60648445901438,194.25830914215766,False,False,False,,False,,False,,False,,False,
1738984200,194.12,194.18,193.81,193.87,11483.8,188.82701868676259,194.24302319219376,False,False,False,,False,,False,,False,,False,
1738984500,193.87,193.9,193.32,193.46,7821.5,189.05291180320796,194.22547493364758,False,False,False,,False,,False,,False,,False,
1738984800,193.46,193.63,192.4,192.73,35704.1,189.28205411411034,194.19864440099406,False,False,False,,False,,False,,False,,False,
1738985100,192.73,193.08,192.51,192.84,13616.4,189.51345294606767,194.16340389438344,False,False,False,,False,,False,,False,,False,
1738985400,192.84,193.25,192.68,193.24,8972.2,189.74647891110556,194.12043516333773,False,False,False,,False,,False,,False,,False,
1738985700,193.24,193.37,193.04,193.26,3340.7,189.98106446319878,194.07051168375924,False,False,False,,False,,False,,False,,False,
1738986000,193.26,193.32,192.82,193.29,5076.3,190.21288712563478,194.01856557209067,False,False,False,,False,,False,,False,,False,
1738986300,193.29,193.42,192.83,193.28,6346.200000000001,190.43712077724945,193.96494164862094,False,False,False,,False,,False,,False,,False,
1738986600,193.28,193.28,192.78,192.9,8063.0,190.64726917279188,193.91326167654879,False,False,False,,False,,False,,False,,False,
1738986900,192.9,193.06,192.73,192.86,3982.4,190.8384660654816,193.86323602866375,False,False,False,,False,,False,,False,,False,
1738987200,192.86,193.18,192.61,192.83,7939.6,191.00779910695735,193.81495697109986,False,False,False,,False,,False,,False,,False,
1738987500,192.83,193.01,192.63,192.9,6620.8,191.1544084770244,193.76864758300079,False,False,False,,False,,False,,False,,False,
1738987800,192.9,192.9,192.31,192.56,20682.7,191.27868608907647,193.72381426192737,False,False,False,,False,,False,,False,,False,
1738988100,192.56,192.58,192.23,192.4,6812.5,191.38074080308854,193.68182181251774,False,False,False,,False,,False,,False,,False,
1738988400,192.4,192.64,192.32,192.63,8996.400000000001,191.4630998812288,193.64120505909452,False,False,False,,False,,False,,False,,False,
1738988700,192.63,192.63,192.02,192.17,9173.2,191.52775111791016,193.60293335277223,False,False,False,,False,,False,,False,,False,
1738989000,192.17,192.23,192.0,192.07,9709.1,191.57960573118612,193.5635939128444,False,False,False,,False,,False,,False,,False,
1738989300,192.07,192.26,192.01,192.05,3952.7999999999997,191.62240076552564,193.52505211796702,False,False,False,,False,,False,,False,,False,
1738989600,192.05,192.06,191.53,191.84,15584.0,191.65542470339642,193.4910412330488,False,False,False,,False,,False,,False,,False,
1738989900,191.84,192.23,191.65,191.8,10219.0,191.6788112295086,193.45966996493755,False,False,False,,False,,False,,False,,False,
1738990200,191.8,191.91,191.41,191.59,9554.2,191.68995122471347,193.43400981008742,False,False,False,,False,,False,,False,,False,
1738990500,191.59,191.93,191.56,191.69,12614.1,191.68723268184533,193.4118035684625,True,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738990800,191.69,191.83,190.73,190.88,25525.100000000002,191.6657826900888,193.39943569386273,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738991100,190.88,190.89,190.51,190.69,21304.5,191.62110657377787,193.39694847588217,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738991400,190.69,190.79,190.26,190.67,23317.899999999998,191.55015181744523,193.40417715812453,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738991700,190.67,190.67,189.95,190.26,24139.899999999998,191.45116143671828,193.4208770222528,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738992000,190.26,190.97,190.01,190.94,14409.7,191.32617453201328,193.44482323068934,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738992300,190.94,190.99,190.33,190.65,29014.3,191.18186846380001,193.47125251351034,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738992600,190.65,190.65,190.11,190.27,23288.7,191.02503880166205,193.50200259519585,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738992900,190.27,190.78,190.15,190.51,6496.8,190.86191335216358,193.53419056135044,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738993200,190.51,190.97,190.44,190.94,5918.7,190.69917352957316,193.56614083095792,True,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738993500,190.94,191.36,190.94,191.26,11116.4,190.54430501178683,193.59638420986818,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738993800,191.26,191.35,190.8,190.8,5274.9,190.4022736109407,193.6246351065292,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738994100,190.8,190.81,190.41,190.53,15841.5,190.27410579208527,193.65050764770498,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738994400,190.53,190.56,190.15,190.36,9308.1,190.15786512598265,193.67488014011795,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738994700,190.36,190.86,190.36,190.7,15267.8,190.05198529435665,193.6958714242083,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738995000,190.7,190.98,190.67,190.96,5914.3,189.95646004160528,193.71163513841753,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738995300,190.96,191.22,190.91,191.21,5457.6,189.8719262893411,193.72336087300354,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738995600,191.21,191.26,190.87,191.18,7654.7,189.798504970998,193.73131886381674,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738995900,191.18,191.64,191.15,191.42,12435.6,189.73627393574145,193.73699399391094,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738996200,191.42,191.42,190.99,191.01,12978.6,189.68439432707316,193.74073410320648,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738996500,191.01,191.18,190.8,190.81,5832.5,189.6411395958861,193.743875940183,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738996800,190.81,191.4,190.81,191.25,9189.7,189.6048239748376,193.746856228726,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738997100,191.25,191.26,190.55,190.68,6366.9,189.57283302676126,193.74930828692618,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738997400,190.68,190.96,190.59,190.71,6110.9,189.54286580141854,193.7500756127226,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738997700,190.71,190.86,190.03,190.77,20608.2,189.51134284072737,193.75031751980382,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738998000,190.77,191.29,190.46,190.86,23506.1,189.4770981014825,193.74746771468412,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738998300,190.86,191.02,190.43,190.58,11766.099999999999,189.4399931711423,193.74351180809197,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738998600,190.58,190.71,190.09,190.16,12278.2,189.39931977133233,193.73895796890227,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738998900,190.16,190.28,189.67,189.88,28966.300000000003,189.3530509803512,193.73521792623453,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738999200,189.88,190.36,189.84,190.32,9294.3,189.3005883014506,193.72974973398547,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738999500,190.32,191.01,190.3,190.62,10029.7,189.24443297187213,193.71865930455436,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1738999800,190.62,191.32,190.59,191.26,11166.3,189.18945434767113,193.69805953788804,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739000100,191.26,192.17,191.2,191.83,17161.0,189.14297515055569,193.66311407613978,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739000400,191.83,191.99,191.64,191.84,13235.9,189.11170852627322,193.61455453662464,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739000700,191.84,192.72,191.7,192.53,22321.4,189.09825827432962,193.55821518485337,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739001000,192.53,192.99,192.25,192.63,22698.199999999997,189.09992582478242,193.50515489631366,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739001300,192.63,193.27,192.58,192.68,37671.9,189.11202783015722,193.4566715341407,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739001600,192.68,193.52,192.64,192.99,33816.3,189.13018953248536,193.4116439498345,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739001900,192.99,193.19,192.59,193.05,22346.0,189.15196868866883,193.36632921737385,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739002200,193.05,193.33,193.02,193.11,22687.1,189.17429606461008,193.3264209833106,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739002500,193.11,193.22,192.59,192.6,21033.9,189.1957254881828,193.28780496628738,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739002800,192.6,193.13,192.52,192.75,10256.3,189.21570674492318,193.25029700995668,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739003100,192.75,192.93,192.57,192.68,12645.2,189.23392879246592,193.21462915247875,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739003400,192.68,192.99,192.51,192.54,15579.0,189.25013921184973,193.1812065670703,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739003700,192.54,192.68,192.04,192.45,15935.0,189.26495031242894,193.14663134045452,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739004000,192.45,192.55,192.17,192.44,8860.6,189.27840323008184,193.1141199570221,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739004300,192.44,192.59,191.93,192.01,11074.199999999999,189.29052084414502,193.08269514621202,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739004600,192.01,192.24,191.66,191.78,13927.2,189.30162922130637,193.05039218668168,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739004900,191.78,191.94,191.55,191.73,10236.7,189.31173454065822,193.0187208371509,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739005200,191.73,192.28,191.72,192.25,10660.7,189.32075505704233,192.9884475471413,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739005500,192.25,192.3,191.89,191.96,4465.5,189.32857459109573,192.9602540285281,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739005800,191.96,192.65,191.93,192.38,12374.1,189.33490839096225,192.93649059736188,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739006100,192.38,193.05,192.3,193.03,13853.2,189.33913857322705,192.91863352422925,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739006400,193.03,193.24,192.92,193.08,26030.7,189.33955543709624,192.91199665608585,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739006700,193.08,193.31,193.05,193.27,8112.299999999999,189.33452793090612,192.91612693758378,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739007000,193.27,193.35,192.98,193.26,12582.5,189.32453525881465,192.9305672034898,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739007300,193.26,193.41,192.95,193.19,8139.7,189.31167461296923,192.9536757108908,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739007600,193.19,193.35,192.92,193.32,8577.0,189.29918612277163,192.9836583224573,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739007900,193.32,193.45,193.0,193.43,5535.7,189.29101127407398,193.01920442942938,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739008200,193.43,193.87,193.15,193.77,10971.0,189.28985226538146,193.06064018933378,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739008500,193.77,193.89,193.45,193.69,6482.7,189.2954681542452,193.11031790931543,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739008800,193.69,194.33,193.63,194.17,24867.399999999998,189.30715782218783,193.16784393589265,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739009100,194.17,194.28,193.93,194.08,13222.0,189.32340622203924,193.2346889720076,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739009400,194.08,194.57,193.94,194.41,11766.5,189.34210618886186,193.3100189851251,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739009700,194.41,194.72,194.12,194.42,14634.300000000001,189.3598973810681,193.394761301365,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739010000,194.42,194.64,194.25,194.57,7638.3,189.37440292766598,193.48837368397952,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739010300,194.57,194.87,194.4,194.4,10142.9,189.38559208090453,193.58982814821965,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739010600,194.4,194.41,193.39,194.0,42649.6,189.39795377158464,193.68863286354167,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739010900,194.0,194.0,193.54,193.8,13257.9,189.41539689182616,193.785996496836,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739011200,193.8,193.99,193.49,193.6,10793.4,189.43962901270982,193.88194624761746,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739011500,193.6,193.96,193.44,193.51,16202.5,189.47043091124294,193.97627175832827,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739011800,193.51,193.78,193.23,193.71,12881.0,189.50723557380354,194.06738888016568,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739012100,193.71,193.92,193.45,193.51,8412.6,189.54836332915852,194.15683931262208,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739012400,193.51,193.81,193.25,193.53,17981.899999999998,189.5928045539133,194.24301460074201,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739012700,193.53,194.04,193.49,194.0,15074.4,189.64045363452294,194.32659172329141,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739013000,194.0,194.13,193.6,193.6,5581.4,189.69141480949963,194.40792387385312,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739013300,193.6,194.38,193.56,194.11,12070.2,189.74694539519476,194.4855032167402,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739013600,194.11,194.25,193.69,193.69,10379.900000000001,189.8080905370989,194.55986916921256,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739013900,193.69,193.82,193.05,193.14,18085.8,189.87861057365262,194.6245300320167,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739014200,193.14,193.75,193.14,193.75,16406.600000000002,189.9598652669979,194.68214269671032,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739014500,193.75,193.9,193.4,193.44,4731.2,190.05203987993502,194.7334286536316,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739014800,193.44,193.63,193.22,193.42,4076.9,190.15678497191323,194.77481877272646,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739015100,193.42,193.73,192.91,193.7,14420.199999999999,190.2786987461261,194.80062593880137,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739015400,193.7,193.94,193.47,193.93,4627.2,190.4212545264287,194.8133459944499,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739015700,193.93,194.39,193.93,194.28,16703.0,190.58291661183148,194.81904191464636,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739016000,194.28,194.43,193.91,194.28,14846.1,190.7589790010502,194.8190462065925,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739016300,194.28,194.39,193.75,193.75,7380.4,190.94118325413558,194.8165978603312,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739016600,193.75,193.91,193.54,193.54,4522.4,191.12014810956668,194.81286652406666,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739016900,193.54,193.7,193.2,193.65,9636.0,191.2886293674311,194.80654835782735,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739017200,193.65,193.67,193.03,193.37,14382.0,191.44003665507785,194.79948787131752,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739017500,193.37,193.48,193.14,193.38,3426.0,191.56963461420855,194.7925108476171,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739017800,193.38,193.64,193.14,193.23,9684.3,191.67538328657793,194.78564474806666,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739018100,193.23,193.87,193.16,193.34,5663.9,191.75788855548205,194.77887743172005,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739018400,193.34,193.37,192.98,193.14,6392.1,191.8185112698959,194.77177039772172,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739018700,193.14,193.54,193.03,193.49,5015.1,191.8604573469554,194.76453974843656,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739019000,193.49,193.94,193.26,193.9,6610.599999999999,191.88801177354264,194.7575852546311,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739019300,193.9,194.02,193.6,193.73,10048.7,191.90533605598034,194.7521731907414,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739019600,193.73,194.34,193.73,194.2,11383.8,191.91618201252243,194.7486369859888,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739019900,194.2,194.42,193.85,194.38,33072.4,191.9253793331104,194.74572492174053,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739020200,194.38,194.39,193.98,194.26,6405.700000000001,191.93642562659488,194.74442556361188,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739020500,194.26,194.78,194.08,194.49,13686.9,191.95271980781445,194.74358786023035,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739020800,194.49,194.68,194.09,194.1,5393.4,191.97852128875445,194.74052424373133,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739021100,194.1,194.84,194.08,194.84,4635.1,192.018236084799,194.73310663633552,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739021400,194.84,194.97,194.48,194.69,12518.5,192.07303602488707,194.72537161900766,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739021700,194.69,195.8,194.42,195.64,39031.4,192.14168876761335,194.71723653462246,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739022000,195.64,196.06,195.26,195.89,21704.0,192.21846778953955,194.7183710088342,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739022300,195.89,196.3,195.45,195.87,21414.699999999997,192.2946853712516,194.73256616264,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739022600,195.87,195.88,195.46,195.49,12941.099999999999,192.36106093023125,194.7603080188147,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739022900,195.49,195.74,195.07,195.21,10789.3,192.41302121422552,194.7948350220078,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739023200,195.21,195.22,194.77,195.02,19752.8,192.45075265733726,194.8320172832681,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739023500,195.02,195.8,195.0,195.77,12045.6,192.4762251019091,194.873220491592,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739023800,195.77,195.92,195.24,195.24,13795.800000000001,192.49166952053372,194.9198704908715,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739024100,195.24,195.27,194.18,194.41,22097.9,192.50119900197535,194.9635275504923,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739024400,194.41,194.47,194.0,194.44,14535.1,192.5082828260904,195.00393580658493,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739024700,194.44,194.44,193.72,194.12,16651.7,192.5144236523862,195.04095376593585,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739025000,194.12,194.17,193.52,194.11,25493.8,192.51954311202076,195.07458747136155,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739025300,194.11,194.22,193.86,193.91,9710.5,192.52332522983545,195.10495137831776,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739025600,193.91,194.24,193.84,194.19,6740.9,192.52553480466736,195.13219624095626,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
1739025900,194.19,194.34,193.8,194.25,11613.7,192.52602666806195,195.1558668956155,False,False,False,185.94,False,180.19,False,174.44,False,168.69,False,162.94
